Bibliographic,,,Study methods,,,,,,,,,,Study outcomes,,,,,,,,,Effect size,,Comparator (spatial),,,,Comparator (temporal),,,,,,Reviewer comments,,,,,
Covidence ID,Citation,Data point,Study focus,Outcome measure focus,Source of data,Data type,Primary data collection method,Primary data collection method,Primary data collection method,Secondary data type,Secondary data source,Secondary data source,Outcome category,Analysis,Outcome measure,Taxon,Species,Unit,Additional treatment variables,Demographic groups,Qualitative analysis,Statistical analysis of impacts,Statistical methods,Number of reference sites (MPA),Number of comparator sites (OA),Number of reference sites (TURF),Number of reference sites (MEABR),Study start date,Study end date,Study duration,Number of time intervals,Before / after study,BACI study,,,,,,
#501,Chávez 2023,1,Social-economic,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Descriptive,Compliance,N/A,N/A,Response scale (1-10),N/A,"TURF members (258), Students (228)",N/A,No,N/A,0,0,Multiple,0,2023,2023,<1,1,No,No,,,,,,
#501,Chávez 2023,2,Social-economic,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Descriptive,Stakeholder participation,N/A,N/A,Response scale (1-10),N/A,"TURF members (258), Students (228)",N/A,No,N/A,0,0,Multiple,0,2023,2023,<1,1,No,No,,,,,,
#501,Chávez 2023,3,Social-economic,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Descriptive,Effectiveness of governance,N/A,N/A,Response scale (1-10),N/A,"TURF members (258), Students (228)",N/A,No,N/A,0,0,Multiple,0,2023,2023,<1,1,No,No,,,,,,
#501,Chávez 2023,4,Social-economic,Economic,Primary,Quantitative,Survey,Dynamic common pool resource experiment,N/A,N/A,N/A,N/A,User perception,Descriptive,Resource use and valuation,N/A,N/A,N/A,N/A,"TURF members (258), Students (228)",Dynamic common pool resource experiment,No,N/A,0,0,Multiple,0,2023,2023,<1,1,No,No,,,,,,
#214,Davis 2017,1,Social,Social,Primary,Quantitative,Survey,Best-worst case scaling,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Compliance,N/A,N/A,No. of respondents,N/A,TURF members (52),N/A,Yes,Conditional logit model,0,0,17,0,2015,2015,<1,1,No,No,,,,,,
#214,Davis 2017,1,Social,Social,Primary,Quantitative,Survey,Best-worst case scaling,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Effectiveness of governance,N/A,N/A,No. of respondents,N/A,TURF members (52),N/A,Yes,Conditional logit model,0,0,17,0,2015,2015,<1,1,No,No,,,,,,
#214,Davis 2017,1,Social,Social,Primary,Quantitative,Survey,Best-worst case scaling,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,No. of respondents,N/A,TURF members (52),N/A,Yes,Conditional logit model,0,0,17,0,2015,2015,<1,1,No,No,,,,,,
#214,Davis 2017,1,Social,Social,Primary,Quantitative,Survey,Best-worst case scaling,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Food / economic security impacts,N/A,N/A,No. of respondents,N/A,TURF members (52),N/A,Yes,Conditional logit model,0,0,17,0,2015,2015,<1,1,No,No,,,,,,
#154,Ebel 2020,1,Social,Social,Primary,Qualitative,Ethnography,Interview,N/A,N/A,N/A,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,"Fishers (26), Union leaders (4), Indigenous community leader (1)",Thematic analysis,No,N/A,0,0,2,0,2016,2018,2,1,No,No,,,,,,
#154,Ebel 2020,2,Social,Social,Primary,Qualitative,Ethnography,Interview,N/A,N/A,N/A,N/A,User perception,Narrative,Cultural identity impacts ,N/A,N/A,N/A,N/A,"Fishers (26), Union leaders (4), Indigenous community leader (1)",Thematic analysis,No,N/A,0,0,2,0,2016,2018,2,1,No,No,,,,,,
#154,Ebel 2020,3,Social,Social,Primary,Qualitative,Ethnography,Interview,N/A,N/A,N/A,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,"Fishers (26), Union leaders (4), Indigenous community leader (1)",Thematic analysis,No,N/A,0,0,2,0,2016,2018,2,1,No,No,,,,,,
#154,Ebel 2020,4,Social,Social,Primary,Qualitative,Ethnography,Interview,N/A,N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,"Fishers (26), Union leaders (4), Indigenous community leader (1)",Thematic analysis,No,N/A,0,0,2,0,2016,2018,2,1,No,No,,,,,,
#154,Ebel 2020,5,Social,Social,Primary,Qualitative,Ethnography,Interview,N/A,N/A,N/A,N/A,User perception,Narrative,Food / economic security impacts,N/A,N/A,N/A,N/A,"Fishers (26), Union leaders (4), Indigenous community leader (1)",Thematic analysis,No,N/A,0,0,2,0,2016,2018,2,1,No,No,,,,,,
#288 ,FranciscoCarcamo 2013,1,Social,Social,Mixed,Quantitative,Survey,N/A,N/A,Legal documents,N/A,N/A,Management,Descriptive,Effectiveness of governance,N/A,N/A,N/A,N/A,"Relevant stakeholders (42) = Tourism enterprise (4), Local people (3), Artisanal fishermen (10), Government agencies / representatives (18), NGOs (2), Researchers (4), Technical consultant (1)","Ecosystem model network, gap analysis",Yes,Kruskal-Wallis,Multiple,Multiple,Multiple,Multiple,2011,2012,1,1,No,No,,,,,,
#288 ,FranciscoCarcamo 2013,2,Social,Social,Mixed,Quantitative,Survey,N/A,N/A,Legal documents,N/A,N/A,Management,Descriptive,Resource use and valuation,N/A,N/A,N/A,N/A,"Relevant stakeholders (42) = Tourism enterprise (4), Local people (3), Artisanal fishermen (10), Government agencies / representatives (18), NGOs (2), Researchers (4), Technical consultant (1)","Ecosystem model network, gap analysis",Yes,Kruskal-Wallis,Multiple,Multiple,Multiple,Multiple,2011,2012,1,1,No,No,,,,,,
#250,Haro 2016,1,Environmental,Environmental,Primary,Quantitative,Biological sample,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Carbon isotope values,Humpback whale,Megaptera novaeangliae,?,"Age class, sex",N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,8,No,No,,,,,,
#250,Haro 2016,2,Environmental,Environmental,Primary,Quantitative,Biological sample,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Nitrogen isotope values,Humpback whale,Megaptera novaeangliae,?,"Age class, sex",N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,8,No,No,,,,,,
#250,Haro 2016,3,Environmental,Environmental,Primary,Quantitative,Biological sample,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Diet composition,"Humpback whale, Lobster krill, Fuegian sprat, Crustacea",Megaptera novaeangliae,%,Whale individual,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#250,Haro 2016,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Carbon isotope values,Krill,Euphausia lucens,?,N/A,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#250,Haro 2016,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Nitrogen isotope values,Krill,Euphausia lucens,?,N/A,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#250,Haro 2016,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Carbon isotope values,Lobster krill,Munida gregaria,?,N/A,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#250,Haro 2016,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Nitrogen isotope values,Lobster krill,Munida gregaria,?,N/A,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#250,Haro 2016,8,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Carbon isotope values,Fuegian sprat,Sprattus fueguensis,?,N/A,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#250,Haro 2016,9,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Ecosystem functioning,Inferential analysis,Nitrogen isotope values,Fuegian sprat,Sprattus fueguensis,?,N/A,N/A,N/A,Yes,ANOVA,1,0,0,0,2011,2012,1,2,No,No,,,,,,
#361,Avendano 2008,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,Cohort study,N/A,N/A,N/A,Abundance,Descriptive,Abundance,Scallop,Argopecten purpuratus,no. of individuals,N/A,N/A,N/A,No,N/A,1,0,0,0,2001,2001,<1,5,No,No,,,,,,
#361,Avendano 2008,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,Cohort study,N/A,N/A,N/A,Size,Descriptive,Shell height,Scallop,Argopecten purpuratus,mm,N/A,N/A,N/A,No,N/A,1,0,0,0,2001,2001,<1,5,No,No,,,,,,
#361,Avendano 2008,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,Cohort study,N/A,N/A,N/A,Population change,Descriptive,Mortality,Scallop,Argopecten purpuratus,%,N/A,N/A,N/A,No,N/A,1,0,0,0,2001,2001,<1,5,No,No,,,,,,
#361,Avendano 2008,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,Cohort study,N/A,N/A,N/A,Population change,Inferential analysis,Growth rate,Scallop,Argopecten purpuratus,?m/day,N/A,N/A,N/A,Yes,"Linear regression, T-test",1,0,0,0,2001,2001,<1,7,No,No,,,,,,
#361,Avendano 2008,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,Cohort study,N/A,N/A,N/A,Abundance,Inferential analysis,Chlorophyll a concentration,Phytoplankton,N/A,?g/L,"Temperature, POM",N/A,N/A,Yes,ANOVA,1,0,0,0,2001,2001,<1,7,No,No,,,,,,
#103,Franco-Melendez 2021,1,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Ecological effectiveness,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,"MDS, Kruskal non-metric stress",0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,2,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Food / economic security impacts,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,"MDS, Kruskal non-metric stress",0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,3,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Effectiveness of governance,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,"MDS, Kruskal non-metric stress",0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,4,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Wellbeing impacts,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,"MDS, Kruskal non-metric stress",0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,5,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,Sensitivity analysis,0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,6,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Cultural identity impacts ,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,Sensitivity analysis,0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,7,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Resource use and valuation,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,Sensitivity analysis,0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,8,Social-economic,Social,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Compliance,N/A,N/A,RAPFISH criteria,N/A,"Fishers (76), Fishing leaders (27)",RAPFISH sustainability score,Yes,Sensitivity analysis,0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,9,Social-economic,Economic,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,Landings,Inferential analysis,Abundance,Loco,Concholepas concholepas,no. of individuals,N/A,"Fishers (76), Fishing leaders (27)",N/A,Yes,Sensitivity analysis,0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#103,Franco-Melendez 2021,10,Social-economic,Economic,Primary,Quantitative,Questionnaire,Interview,N/A,N/A,N/A,N/A,Landings,Inferential analysis,Harvest yield,Loco,Concholepas concholepas,no. of individuals,N/A,"Fishers (76), Fishing leaders (27)",N/A,Yes,Sensitivity analysis,0,0,19,0,2018,2019,<1,1,No,No,,,,,,
#230,Gelcich 2017,1,Social,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Compliance,N/A,N/A,% of responses,N/A,Fishers (535),N/A,Yes,Kruskal Wallis test,0,0,55,0,2014,2014,<1,1,No,No,,,,,,
#230,Gelcich 2017,2,Social,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Food / economic security impacts,N/A,N/A,% of responses,N/A,Fishers (535),N/A,Yes,Kruskal Wallis test,0,0,55,0,2014,2014,<1,1,No,No,,,,,,
#230,Gelcich 2017,3,Social,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Effectiveness of governance,N/A,N/A,% of responses,N/A,Fishers (535),N/A,Yes,Kruskal Wallis test,0,0,55,0,2014,2014,<1,1,No,No,,,,,,
#230,Gelcich 2017,4,Social,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Ecological effectiveness,N/A,N/A,% of responses,N/A,Fishers (535),N/A,Yes,Kruskal Wallis test,0,0,55,0,2014,2014,<1,1,No,No,,,,,,
#230,Gelcich 2017,5,Social,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,% of responses,N/A,Fishers (535),N/A,Yes,Kruskal Wallis test,0,0,55,0,2014,2014,<1,1,No,No,,,,,,
#374,Thebault 2008,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Abundance,Descriptive,Chlorophyll a concentration,Phytoplankton,N/A,?g/L,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,1999,<1,18,No,No,,,,,,
#374,Thebault 2008,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Abundance,Descriptive,Cell count,Phytoplankton,N/A,cells/mL,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,1999,<1,18,No,No,,,,,,
#374,Thebault 2008,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,Published literature,N/A,N/A,Size,Inferential analysis,Shell growth rate,Scallop,Argopecten purpuratus,?m/day,"POC, temperature, salinity, dissolved oxygen",N/A,N/A,Yes,Von Bertalanffy growth curve,1,4,0,0,1999,1999,<1,318,No,No,,,,,,
#374,Thebault 2008,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,Published literature,N/A,N/A,Size,Descriptive,Growth Performance Index,Scallop,Argopecten purpuratus,?,N/A,N/A,N/A,Yes,N/A,1,4,0,0,1999,1999,<1,318,No,No,,,,,,
#374,Thebault 2008,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Shell height,Scallop,Argopecten purpuratus,mm,N/A,N/A,N/A,Yes,Von Bertalanffy growth curve,1,0,0,0,1999,1999,<1,318,No,No,,,,,,
#490,Vallejos 2024,1,Social,Social,Mixed,Qualitative,Interview,N/A,N/A,Published literature,News articles,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,"TURF members (34), Experts (5), Poachers (3), SUBPESCA directors (2), SERNAPESCA director (1)","Thematic content analysis, Crime script analysis",No,N/A,0,0,14,0,2019,2022,3,1,No,No,Secondary sources from 2000-2023,,,,,
#490,Vallejos 2024,2,Social,Social,Mixed,Qualitative,Interview,N/A,N/A,Published literature,News articles,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,"TURF members (34), Experts (5), Poachers (3), SUBPESCA directors (2), SERNAPESCA director (1)","Thematic content analysis, Crime script analysis",No,N/A,0,0,14,0,2019,2022,3,1,No,No,,,,,,
#490,Vallejos 2024,3,Social,Social,Mixed,Qualitative,Interview,N/A,N/A,Published literature,News articles,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,"TURF members (34), Experts (5), Poachers (3), SUBPESCA directors (2), SERNAPESCA director (1)","Thematic content analysis, Crime script analysis",No,N/A,0,0,14,0,2019,2022,3,1,No,No,,,,,,
#396,Gelcich 2005,1,Social,Social,Primary,Quantitative,Participant observation,Questionnaire,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Inferential analysis,Resource use and valuation,N/A,N/A,score (1-5 scale),Livelihood strategy,Fishers,N/A,Yes,"MDS (Bray-Curtis), ANOSIM, SIMPER",0,0,6,0,2002,2003,<1,1,No,No,,,,,,
#396,Gelcich 2005,2,Social,Social,Primary,Quantitative,Participant observation,Questionnaire,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Inferential analysis,Ecological effectiveness,N/A,N/A,score (1-5 scale),Livelihood strategy,Fishers,N/A,Yes,"MDS (Bray-Curtis), ANOSIM, SIMPER",0,0,6,0,2002,2003,<1,1,No,No,,,,,,
#396,Gelcich 2005,3,Social,Social,Primary,Quantitative,Participant observation,Questionnaire,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Inferential analysis,Effectiveness of governance,N/A,N/A,score (1-5 scale),Livelihood strategy,Fishers,N/A,Yes,"MDS (Bray-Curtis), ANOSIM, SIMPER",0,0,6,0,2002,2003,<1,1,No,No,,,,,,
#396,Gelcich 2005,4,Social,Social,Primary,Quantitative,Participant observation,Questionnaire,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Inferential analysis,Cultural identity impacts,N/A,N/A,score (1-5 scale),Livelihood strategy,Fishers,N/A,Yes,"MDS (Bray-Curtis), ANOSIM, SIMPER",0,0,6,0,2002,2003,<1,1,No,No,,,,,,
#396,Gelcich 2005,5,Social,Social,Primary,Quantitative,Participant observation,Questionnaire,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Inferential analysis,Food / economic security impacts,N/A,N/A,score (1-5 scale),Livelihood strategy,Fishers,N/A,Yes,"MDS (Bray-Curtis), ANOSIM, SIMPER",0,0,6,0,2002,2003,<1,1,No,No,,,,,,
#396,Gelcich 2005,6,Social,Social,Primary,Quantitative,Participant observation,Questionnaire,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Inferential analysis,Stakeholder participation,N/A,N/A,score (1-5 scale),Livelihood strategy,Fishers,N/A,Yes,"MDS (Bray-Curtis), ANOSIM, SIMPER",0,0,6,0,2002,2003,<1,1,No,No,,,,,,
#202,Santos-Carvallo 2018,1,Environmental,Environmental,Primary,Quantitative,Observation,Photo-identification,N/A,N/A,N/A,N/A,Abundance,Inferential analysis,Annual Occurrence Index (AOI),Bottlenose Dolphin,Tursiops truncatus,AOI value,N/A,N/A,N/A,Yes,Mann-Whitney U test,1,0,0,0,2005,2008,4,4,No,No,,,,,,
#202,Santos-Carvallo 2018,2,Environmental,Environmental,Primary,Quantitative,Observation,Photo-identification,N/A,N/A,N/A,N/A,Abundance,Inferential analysis,Phase Occurrence Index (POI),Bottlenose Dolphin,Tursiops truncatus,POI value,N/A,N/A,N/A,Yes,Mann-Whitney U test,1,0,0,0,2005,2008,4,4,No,No,,,,,,
#202,Santos-Carvallo 2018,3,Environmental,Environmental,Primary,Quantitative,Observation,Photo-identification,N/A,N/A,N/A,N/A,Abundance,Descriptive,Abundance,Bottlenose Dolphin,Tursiops truncatus,individuals / sighting,N/A,N/A,N/A,No,N/A,1,0,0,0,2005,2009,5,22,No,No,,,,,,
#202,Santos-Carvallo 2018,4,Environmental,Environmental,Primary,Quantitative,Observation,Photo-identification,N/A,N/A,N/A,N/A,Abundance,Inferential analysis,Abundance,Bottlenose Dolphin,Tursiops truncatus,individuals / hour,N/A,N/A,N/A,Yes,Chi-squared,1,0,0,0,2005,2009,5,5,No,No,,,,,,
#202,Santos-Carvallo 2018,5,Environmental,Environmental,Primary,Quantitative,Observation,Photo-identification,N/A,N/A,N/A,N/A,Abundance,Descriptive,Resightings,Bottlenose Dolphin,Tursiops truncatus,resighting rate / hour,N/A,N/A,N/A,No,N/A,1,0,0,0,2005,2009,5,5,No,No,,,,,,
#202,Santos-Carvallo 2018,6,Environmental,Environmental,Primary,Quantitative,Observation,Photo-identification,N/A,N/A,N/A,N/A,Behaviour,Inferential analysis,Standardised Annual Frequency of Behavior (SFBa),Bottlenose Dolphin,Tursiops truncatus,SFBa,N/A,N/A,N/A,Yes,Chi-squared,1,0,0,0,2005,2009,5,5,No,No,,,,,,
#135,Ospina-Alvarez 2020,1,Environmental,Environmental,Secondary,Quantitative,N/A,N/A,N/A,Published literature,N/A,N/A,Ecosystem functioning,Descriptive,Larval productivity,Loco,Concholepas concholepas,scale factor,N/A,N/A,N/A,No,N/A,1,10,4,5,2012,2013,<1,1,No,No,Uses data from Blanco 2017 and deJuan 2015,,,,,
#135,Ospina-Alvarez 2020,2,Environmental,Environmental,Secondary,Quantitative,N/A,N/A,N/A,Published literature,N/A,N/A,Ecosystem functioning,Descriptive,Larval productivity,Keyhole limpet,Fissurella spp,scale factor,N/A,N/A,N/A,No,N/A,1,10,4,5,2012,2013,<1,1,No,No,Uses data from Blanco 2017 and deJuan 2015,,,,,
#135,Ospina-Alvarez 2020,3,Environmental,Environmental,Secondary,Quantitative,N/A,N/A,N/A,Published literature,N/A,N/A,Ecosystem functioning,Descriptive,Larval productivity,Red sea urchin,Loxechinus albus,scale factor,N/A,N/A,N/A,No,N/A,1,10,4,5,2012,2013,<1,1,No,No,Uses data from Blanco 2017 and deJuan 2015,,,,,
#135,Ospina-Alvarez 2020,4,Environmental,Environmental,Secondary,Quantitative,N/A,N/A,N/A,Published literature,N/A,N/A,Ecosystem functioning,Descriptive,Larval connectivity,"Loco, Keyhole limpet, Red sea urchin",N/A,probability (connectivity matrix),N/A,N/A,N/A,No,N/A,Multiple,Multiple,Multiple,Multiple,2012,2013,<1,1,No,No,"Uses data from Blanco 2017 and deJuan 2015, National estimate",,,,,
